Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Taxonomic lineage	Taxon mnemonic	Components	Genome assembly ID	Genome representation	interpro_IPR013902_count
UP000799302	Microthyrium microscopicum	703497	12491	C:87.3%[S:86.7%,D:0.6%],F:1.4%,M:11.3%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetes incertae sedis, Microthyriales, Microthyriaceae, Microthyrium	9PEZI	Unassembled WGS sequence	GCA_010405405.1	full	0
UP000799324	Lophiostoma macrostomum CBS 122681	1314788	16140	C:90.2%[S:89.8%,D:0.4%],F:1.1%,M:8.7%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Lophiostomataceae, Lophiostoma, Lophiostoma macrostomum	9PLEO	Unassembled WGS sequence	GCA_010405375.1	full	0
UP000799421	Piedraia hortae CBS 480.64	1314780	7550	C:65.2%[S:64.6%,D:0.6%],F:2.6%,M:32.2%,n:3578	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetidae, Capnodiales, Piedraiaceae, Piedraia, Piedraia hortae	9PEZI	Unassembled WGS sequence	GCA_010093745.1	full	0
UP000799423	Plenodomus tracheiphilus IPT5	1408161	13190	C:97.3%[S:97.1%,D:0.2%],F:0.6%,M:2.1%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Pleosporineae, Leptosphaeriaceae, Plenodomus, Plenodomus tracheiphilus	9PLEO	Unassembled WGS sequence	GCA_010093695.1	full	0
UP000799424	Ophiobolus disseminans	1469910	16026	C:97.4%[S:97.2%,D:0.2%],F:0.5%,M:2.1%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Pleosporineae, Phaeosphaeriaceae, Ophiobolus	9PLEO	Unassembled WGS sequence	GCA_010093685.1	full	0
UP000799428	Pleomassaria siparia CBS 279.74	1314801	13452	C:89.4%[S:89.2%,D:0.2%],F:1.1%,M:9.5%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Pleomassariaceae, Pleomassaria, Pleomassaria siparia	9PLEO	Unassembled WGS sequence	GCA_010093715.1	full	0
UP000799429	Patellaria atrata CBS 101060	1346257	9745	C:93.8%[S:93.7%,D:0.1%],F:1.5%,M:4.7%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetes incertae sedis, Patellariales, Patellariaceae, Patellaria, Patellaria atrata	9PEZI	Unassembled WGS sequence	GCA_010093705.1	full	0
UP000799436	Teratosphaeria nubilosa	161662	10998	C:95.8%[S:95.7%,D:0.1%],F:1.6%,M:2.6%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetidae, Mycosphaerellales, Teratosphaeriaceae, Teratosphaeria	9PEZI	Unassembled WGS sequence	GCA_010093825.1	full	0
UP000799437	Pseudovirgaria hyperparasitica	470096	11212	C:93.8%[S:93.5%,D:0.3%],F:1.2%,M:5.0%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetes incertae sedis, Acrospermales, Acrospermaceae, Pseudovirgaria	9PEZI	Unassembled WGS sequence	GCA_010093815.1	full	0
UP000799438	Aplosporella prunicola CBS 121167	1176127	12493	C:97.0%[S:95.7%,D:1.2%],F:0.8%,M:2.2%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetes incertae sedis, Botryosphaeriales, Aplosporellaceae, Aplosporella, Aplosporella prunicola	9PEZI	Unassembled WGS sequence	GCA_010093885.1	full	0
UP000799439	Myriangium duriaei CBS 260.36	1168546	10674	C:93.2%[S:92.8%,D:0.4%],F:1.5%,M:5.3%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetidae, Myriangiales, Myriangiaceae, Myriangium, Myriangium duriaei	9PEZI	Unassembled WGS sequence	GCA_010093895.1	full	0
UP000799440	Sporormia fimetaria CBS 119925	1340428	10772	C:78.3%[S:78.2%,D:0.1%],F:1.3%,M:20.4%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Sporormiaceae, Sporormia, Sporormia fimetaria	9PLEO	Unassembled WGS sequence	GCA_010093795.1	full	0
UP000799441	Polychaeton citri CBS 116435	1314669	10579	C:91.1%[S:90.6%,D:0.5%],F:1.6%,M:7.2%,n:3578	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetidae, Capnodiales, Capnodiaceae, Polychaeton, Polychaeton citri	9PEZI	Unassembled WGS sequence	GCA_010093785.1	full	0
UP000799444	Polyplosphaeria fusca	682080	15190	C:88.7%[S:88.4%,D:0.3%],F:1.3%,M:10.0%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Tetraplosphaeriaceae, Polyplosphaeria	9PLEO	Unassembled WGS sequence	GCA_010093805.1	full	0
UP000799536	Delitschia confertaspora ATCC 74209	1513339	10166	C:79.7%[S:79.6%,D:0.2%],F:1.2%,M:19.0%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Delitschiaceae, Delitschia, Delitschia confertaspora	9PLEO	Unassembled WGS sequence	GCA_010093945.1	full	0
UP000799537	Zasmidium cellare ATCC 36951	1080233	16014	C:98.8%[S:98.4%,D:0.4%],F:0.2%,M:1.0%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetidae, Mycosphaerellales, Mycosphaerellaceae, Zasmidium, Zasmidium cellare	ZASCE	Unassembled WGS sequence	GCA_010093935.1	full	0
UP000799538	Elsinoe ampelina	302913	10204	C:94.1%[S:94.0%,D:0.1%],F:1.3%,M:4.6%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetidae, Myriangiales, Elsinoaceae, Elsinoe	9PEZI	Unassembled WGS sequence	GCA_010093995.1	full	0
UP000799539	Cercospora zeae-maydis SCOH1-5	717836	12005	C:97.0%[S:96.9%,D:0.1%],F:1.6%,M:1.4%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetidae, Mycosphaerellales, Mycosphaerellaceae, Cercospora, Cercospora zeae-maydis	9PEZI	Unassembled WGS sequence	GCA_010093985.1	full	0
UP000799640	Trichodelitschia bisporula	703511	10177	C:88.4%[S:88.2%,D:0.2%],F:1.6%,M:10.0%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetes incertae sedis, Phaeotrichales, Phaeotrichaceae, Trichodelitschia	9PEZI	Unassembled WGS sequence	GCA_010356995.1	full	0
UP000799750	Lophium mytilinum	390894	15150	C:97.6%[S:97.4%,D:0.2%],F:0.7%,M:1.6%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Mytilinidiales, Mytilinidiaceae, Lophium	9PEZI	Unassembled WGS sequence	GCA_010093605.1	full	0
UP000799753	Massarina eburnea CBS 473.64	1395130	12931	C:89.4%[S:89.2%,D:0.2%],F:1.3%,M:9.3%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Massarineae, Massarinaceae, Massarina, Massarina eburnea	9PLEO	Unassembled WGS sequence	GCA_010093635.1	full	0
UP000799757	Melanomma pulvis-pyrius CBS 109.77	1314802	15833	C:91.8%[S:91.6%,D:0.2%],F:1.1%,M:7.1%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Melanommataceae, Melanomma, Melanomma pulvis-pyrius	9PLEO	Unassembled WGS sequence	GCA_010093585.1	full	0
UP000799764	Karstenula rhodostoma CBS 690.94	1392251	15037	C:93.2%[S:92.9%,D:0.3%],F:1.1%,M:5.7%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Massarineae, Didymosphaeriaceae, Karstenula, Karstenula rhodostoma	9PLEO	Unassembled WGS sequence	GCA_010093485.1	full	0
UP000799766	Lineolata rhizophorae	578093	10220	C:89.5%[S:89.4%,D:0.1%],F:2.6%,M:8.0%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetes incertae sedis, Lineolatales, Lineolataceae, Lineolata	9PEZI	Unassembled WGS sequence	GCA_010093515.1	full	0
UP000799767	Neohortaea acidophila	245834	9823	C:94.8%[S:94.5%,D:0.3%],F:1.2%,M:4.0%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetidae, Mycosphaerellales, Teratosphaeriaceae, Neohortaea	9PEZI	Unassembled WGS sequence	GCA_010093505.1	full	0
UP000799770	Lophiotrema nucula	690887	18116	C:91.9%[S:91.6%,D:0.3%],F:0.9%,M:7.2%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Lophiotremataceae, Lophiotrema	9PLEO	Unassembled WGS sequence	GCA_010015825.1	full	0
UP000799771	Dothidotthia symphoricarpi CBS 119687	1392245	11786	C:92.7%[S:92.6%,D:0.1%],F:0.8%,M:6.5%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Dothidotthiaceae, Dothidotthia, Dothidotthia symphoricarpi	9PLEO	Unassembled WGS sequence	GCA_010015815.1	full	0
UP000799772	Rhizodiscina lignyota	1504668	12801	C:94.4%[S:93.9%,D:0.5%],F:1.4%,M:4.1%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Aulographales, Rhizodiscinaceae, Rhizodiscina	9PEZI	Unassembled WGS sequence	GCA_010015805.1	full	0
UP000799776	Saccharata proteae CBS 121410	1314787	9222	C:96.3%[S:96.0%,D:0.3%],F:1.3%,M:2.4%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetes incertae sedis, Botryosphaeriales, Saccharataceae, Saccharata, Saccharata proteae	9PEZI	Unassembled WGS sequence	GCA_010015785.1	full	0
UP000799777	Setomelanomma holmii	210430	14385	C:97.3%[S:97.1%,D:0.2%],F:0.9%,M:1.7%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Pleosporineae, Phaeosphaeriaceae, Setomelanomma	9PLEO	Unassembled WGS sequence	GCA_010015745.1	full	0
UP000799778	Aaosphaeria arxii CBS 175.79	1450172	14198	C:90.0%[S:89.4%,D:0.6%],F:0.9%,M:9.2%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Pleosporales incertae sedis, Aaosphaeria, Aaosphaeria arxii	9PLEO	Unassembled WGS sequence	GCA_010015735.1	full	0
UP000799779	Amniculicola lignicola CBS 123094	1392246	15571	C:87.1%[S:86.9%,D:0.2%],F:1.5%,M:11.4%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Amniculicolaceae, Amniculicola, Amniculicola lignicola	9PLEO	Unassembled WGS sequence	GCA_010015725.1	full	0
UP000800035	Byssothecium circinans	147558	15612	C:90.5%[S:89.2%,D:1.3%],F:1.1%,M:8.4%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Massarineae, Massarinaceae, Byssothecium	9PLEO	Unassembled WGS sequence	GCA_010015675.1	full	0
UP000800036	Bimuria novae-zelandiae CBS 107.79	1447943	16571	C:92.3%[S:91.8%,D:0.5%],F:1.0%,M:6.7%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Massarineae, Didymosphaeriaceae, Bimuria, Bimuria novae-zelandiae	9PLEO	Unassembled WGS sequence	GCA_010015655.1	full	0
UP000800038	Clathrospora elynae	706981	13560	C:96.6%[S:96.3%,D:0.3%],F:0.5%,M:3.0%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Diademaceae, Clathrospora	9PLEO	Unassembled WGS sequence	GCA_010015635.1	full	0
UP000800039	Cucurbitaria berberidis CBS 394.84	1168544	12428	C:96.9%[S:96.8%,D:0.1%],F:0.4%,M:2.7%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Pleosporineae, Cucurbitariaceae, Cucurbitaria, Cucurbitaria berberidis	9PLEO	Unassembled WGS sequence	GCA_010015615.1	full	0
UP000800040	Decorospora gaudefroyi	184978	11811	C:94.2%[S:94.0%,D:0.2%],F:0.8%,M:5.1%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Pleosporineae, Pleosporaceae, Decorospora	9PLEO	Unassembled WGS sequence	GCA_010015605.1	full	0
UP000800041	Aulographum hederae CBS 113979	1176131	12052	C:93.5%[S:93.3%,D:0.2%],F:1.0%,M:5.5%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Aulographales, Aulographaceae, Aulographum, Aulographum hederae	9PEZI	Unassembled WGS sequence	GCA_010015705.1	full	0
UP000800082	Didymella exigua CBS 183.55	1150837	12355	C:94.7%[S:94.6%,D:0.1%],F:1.1%,M:4.2%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Pleosporineae, Didymellaceae, Didymella, Didymella exigua	9PLEO	Unassembled WGS sequence	GCA_010094145.1	full	0
UP000800092	Viridothelium virens (Speckled blister lichen) (Trypethelium virens)	1048519	11845	C:94.2%[S:93.8%,D:0.4%],F:0.8%,M:5.0%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetes incertae sedis, Trypetheliales, Trypetheliaceae, Viridothelium	VIRVR	Unassembled WGS sequence	GCA_010094025.1	full	0
UP000800094	Trematosphaeria pertusa	390896	17304	C:94.6%[S:94.4%,D:0.2%],F:0.8%,M:4.6%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Massarineae, Trematosphaeriaceae, Trematosphaeria	9PLEO	Unassembled WGS sequence	GCA_010094035.1	full	0
UP000800096	Ampelomyces quisqualis (Powdery mildew agent)	50730	11147	C:92.8%[S:92.7%,D:0.0%],F:1.4%,M:5.9%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Pleosporineae, Phaeosphaeriaceae, Ampelomyces	AMPQU	Unassembled WGS sequence	GCA_010094095.1	full	0
UP000800097	Westerdykella ornata	318751	10407	C:79.7%[S:79.6%,D:0.1%],F:1.3%,M:19.0%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Sporormiaceae, Westerdykella	WESOR	Unassembled WGS sequence	GCA_010094085.1	full	0
UP000800200	Zopfia rhizophila CBS 207.26	1314779	21463	C:98.2%[S:97.4%,D:0.7%],F:0.5%,M:1.3%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetes incertae sedis, Zopfiaceae, Zopfia, Zopfia rhizophila	9PEZI	Unassembled WGS sequence	GCA_010093925.1	full	0
UP000800235	Tothia fuscella	1048955	13684	C:94.4%[S:93.8%,D:0.5%],F:1.0%,M:4.6%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Venturiales, Cylindrosympodiaceae, Tothia	9PEZI	Unassembled WGS sequence	GCA_010583015.1	full	0
UP000801864	Trichoderma lentiforme	1567552	12977	C:97.2%[S:96.9%,D:0.3%],F:0.1%,M:2.7%,n:4494	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Hypocreaceae, Trichoderma	9HYPO	Unassembled WGS sequence	GCA_011066345.1	full	0
UP000803844	Cryphonectria parasitica (strain ATCC 38755 / EP155)	660469	11564	C:88.8%[S:88.6%,D:0.2%],F:2.9%,M:8.3%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Diaporthales, Cryphonectriaceae, Cryphonectria-Endothia species complex, Cryphonectria, Cryphonectria parasitica	CRYP1	Unassembled WGS sequence	GCA_011745365.1	full	0
UP000807025	Pleurotus eryngii (Boletus of the steppes)	5323	15897	C:97.5%[S:96.3%,D:1.2%],F:1.1%,M:1.4%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Pleurotineae, Pleurotaceae, Pleurotus	PLEER	Unassembled WGS sequence	GCA_015484515.1	full	6
UP000807306	Crepidotus variabilis	179855	14534	C:98.3%[S:97.8%,D:0.5%],F:0.7%,M:1.0%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Agaricineae, Crepidotaceae, Crepidotus	9AGAR	Unassembled WGS sequence	GCA_015657495.1	full	1
UP000807342	Macrolepiota fuliginosa MF-IS2	1400762	15707	C:96.8%[S:95.8%,D:1.1%],F:1.5%,M:1.7%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Agaricineae, Agaricaceae, Macrolepiota, Macrolepiota fuliginosa	9AGAR	Unassembled WGS sequence	GCA_015584085.1	full	1
UP000807353	Collybia nuda	64659	14792	C:97.9%[S:96.1%,D:1.8%],F:1.0%,M:1.2%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Tricholomatineae, Clitocybaceae, Collybia	9AGAR	Unassembled WGS sequence	GCA_015584075.1	full	1
UP000807469	Pholiota conissans	109636	16576	C:98.7%[S:98.0%,D:0.8%],F:0.7%,M:0.6%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Agaricineae, Strophariaceae, Pholiota	9AGAR	Unassembled WGS sequence	GCA_015484465.1	full	0
UP000807716	Actinomortierella ambigua	1343610	9890	C:93.7%[S:93.5%,D:0.2%],F:1.9%,M:4.4%,n:1614	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Fungi incertae sedis, Mucoromycota, Mortierellomycotina, Mortierellomycetes, Mortierellales, Mortierellaceae, Actinomortierella	9FUNG	Unassembled WGS sequence	GCA_016098155.1	full	0
UP000807769	Suillus subaureus	48587	15516	C:96.6%[S:93.1%,D:3.5%],F:1.4%,M:2.0%,n:4878	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Boletales, Suillineae, Suillaceae, Suillus	9AGAM	Unassembled WGS sequence	GCA_016647635.1	full	0
UP000809789	Elsinoe batatas	2601811	9395	C:93.8%[S:93.6%,D:0.3%],F:0.5%,M:5.6%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetidae, Myriangiales, Elsinoaceae, Elsinoe	9PEZI	Unassembled WGS sequence	GCA_017309325.2	full	0
UP000812287	Guyanagaster necrorhizus MCA 3950	1450536	14190	C:98.0%[S:97.2%,D:0.9%],F:0.7%,M:1.2%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Marasmiineae, Physalacriaceae, Guyanagaster, Guyanagaster necrorhizus	9AGAR	Unassembled WGS sequence	GCA_019112545.1	full	1
